case	consumer	rc	phase	surface	normalised_argv	instrument	reason
arms/A9/a9-c01-no-events-ro-noserver/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c01-no-events-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c01-no-events-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c01-no-events-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c01-no-events-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c01-no-events-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c01-no-events-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c01-no-events-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro-noserver/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c02-zero-byte-events-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro-noserver/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c03-meta-mode-000-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro-noserver/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c04-malformed-event-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c04-malformed-event-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro-noserver/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-ro/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-ro/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-ro/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-ro/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-rw/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-rw/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-rw/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-rw/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-rw/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-rw/consumers.tsv	next	1	P1-ADJACENT	ae next	ae next	frozen	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c05-meta-absent-rw/consumers.tsv	requests-all	0	P1	helper:requests	<AE_HOME>/sessions/tg1/requests all	generated-helper	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c05-meta-absent-rw/consumers.tsv	agents	0	P1-ADJACENT	helper:agents	<AE_HOME>/sessions/tg1/agents	generated-helper	a read, but not named by VISION:93 — not parity-gating
arms/A9/a9-c06-healthy-control-ro-noserver/consumers.tsv	list	0	P1	ae list	ae list	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c06-healthy-control-ro-noserver/consumers.tsv	list-json	0	P1	ae list	ae list --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c06-healthy-control-ro-noserver/consumers.tsv	list-all	0	P1	ae list	ae list --all	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c06-healthy-control-ro-noserver/consumers.tsv	list-all-json	0	P1	ae list	ae list --all --json	frozen	read surface NAMED by VISION:93 — parity-gating
arms/A9/a9-c06-healthy-control-ro-noserver/consumers.tsv	status	0	P1-ADJACENT	ae status	ae status tg1	frozen	a read, but not named by VISION:93 — not parity-gating
